784.6,1135.57,0
815.268,1134.93,30.6745
844.64,1134.91,60.0464
875.044,1134.81,90.4504
905.283,1134.8,120.69
934.968,1135.06,150.376
964.773,1138.32,180.359
995.27,1145.32,211.649
1025.03,1157.81,243.923
1054.5,1169.84,275.755
1079.22,1180.18,302.549
1102.05,1185.86,326.073
1127.15,1189.12,351.385
1160.17,1191.62,384.502
1182.12,1192.66,406.479
1208.36,1193.87,432.745
1235.62,1194.79,460.023
1271.6,1193.64,496.016
1306.97,1192.05,531.424
1340.48,1188.31,565.139
1369.22,1185.67,594.008
1398.31,1182.84,623.231
1430.23,1178.65,655.423
1467,1174.03,692.487
1492.77,1170.75,718.463
1519.77,1168,745.603
1546.77,1165.93,772.682
1572.31,1163.6,798.328
1598.07,1161.99,824.134
1625.75,1159.52,851.926
1650.01,1156.48,876.375
1678.28,1154.62,904.711
1705.72,1152.25,932.253
1732.78,1150.19,959.393
1764.23,1148.39,990.888
1792.09,1146.57,1018.81
1820.7,1145.98,1047.42
1848.6,1148.7,1075.46
1878.7,1152.7,1105.82
1906,1158.8,1133.8
1931.4,1165.7,1160.12
1958,1175.6,1188.5
1983,1190,1217.35
2004.2,1207.1,1244.59
2022.49,1228.1,1272.43
2038.84,1255.13,1304.02
2053.17,1284.67,1336.85
2064.14,1313.15,1367.38
2076.1,1345.11,1401.5
2084.78,1373.27,1430.97
2093.3,1402.48,1461.39
2101.78,1433.22,1493.28
2106.93,1466.84,1527.3
2111.22,1499.03,1559.77
2118.13,1538.91,1600.24
2126.8,1584.48,1646.63
2136.1,1635.3,1698.3
2157.7,1725.8,1791.34
2164.6,1766.9,1833.01
2170.6,1807.9,1874.45
2177.1,1852.9,1919.92
2180.2,1888.4,1955.55
2183.9,1916.5,1983.89
2189.9,1950.2,2018.12
2196.2,1979.3,2047.9
2202.6,2014,2083.18
2208.3,2044.5,2114.21
2216.6,2079.8,2150.47
2225.2,2107.9,2179.86
2234.7,2139.3,2212.67
2242.3,2169.8,2244.1
2247.1,2192.6,2267.4
2253.5,2223.3,2298.76
2258.3,2253,2328.84
2264.6,2284.5,2360.97
2270.5,2312.5,2389.58
2282.09,2345.77,2424.81
2292.8,2378.3,2459.06
2303.71,2411.55,2494.06
2311.5,2445.6,2528.99
2316.3,2470.4,2554.25
2322.41,2504.46,2588.85
2329,2541.08,2626.06
2331.8,2571.18,2656.29
2332.1,2587.07,2672.18
2331.8,2611.5,2696.61
2332.1,2639.7,2724.81
2332.1,2659.03,2744.14
2332.9,2683.01,2768.14
2333.1,2709.3,2794.43
2333.3,2728.3,2813.43
2333.2,2749.1,2834.23
2333.4,2773,2858.13
2330.5,2798,2883.3
2324.8,2821.2,2907.19
2316.2,2846.4,2933.81
2303.6,2873.9,2964.06
2286.5,2902.4,2997.3
2266.79,2930.28,3031.45
2246.81,2950.44,3059.83
2222,2971.4,3092.31
2190.2,2987.7,3128.04
2155.3,2995.8,3163.87
2121.7,2998.5,3197.58
2094.05,2998.75,3225.22
2063.08,2999.2,3256.2
2032.37,2999.93,3286.92
1997.56,2998.21,3321.77
1963.77,2995.44,3355.68
1929,2993.9,3390.48
1898.1,2991,3421.51
1864.89,2986.19,3455.07
1830.36,2979.64,3490.21
1792.7,2975.24,3528.13
1752.6,2971.9,3568.37
1716.5,2967.5,3604.74
1679.2,2961.4,3642.54
1644.3,2956,3677.85
1598.8,2951,3723.62
1538.47,2942.88,3784.5
1481.09,2941.18,3841.9
1428.89,2940.59,3894.1
1385.38,2941.25,3937.62
1323.21,2943.85,3999.85
1273.24,2950.34,4050.23
1224.22,2953.81,4099.38
1163.64,2953.77,4159.95
1127.18,2951.82,4196.47
1076.32,2945.58,4247.72
1010.78,2929.72,4315.14
957.29,2913.68,4370.99
920.501,2906.77,4408.42
872.533,2902.19,4456.6
809.5,2899.3,4519.7
760.9,2901.5,4568.35
709.483,2903.08,4619.79
651.491,2900.79,4677.83
614.292,2898.12,4715.13
562.688,2888.99,4767.53
512.815,2876.84,4818.86
471.683,2863.05,4862.25
418.5,2842,4919.44
383.2,2819.3,4961.41
345.7,2785.1,5012.16
308.5,2738.8,5071.56
277.9,2683,5135.2
255,2633.3,5189.92
237.318,2581.87,5244.31
220.172,2532.77,5296.31
203.066,2480.08,5351.71
188.228,2425.67,5408.1
178.6,2384.3,5450.58
171.296,2335.85,5499.58
167.182,2291.62,5544
165,2242.6,5593.07
162.487,2194.74,5640.99
161.655,2144.34,5691.4
163.078,2085.46,5750.3
169.5,2044,5792.25
179.4,1992.9,5844.3
192.881,1943.63,5895.38
215.982,1893.12,5950.93
234.911,1853.73,5994.62
259.606,1801.16,6052.71
281.939,1747.26,6111.05
302.47,1693.85,6168.27
318.995,1653.26,6212.1
338.31,1613.59,6256.22
362.758,1567.34,6308.53
385.696,1525.06,6356.64
415.781,1474.49,6415.48
440.6,1431.6,6465.03
466.7,1383.2,6520.02
496,1333.8,6577.46
527.1,1286.6,6633.98
559.2,1244.6,6686.84
594.5,1211,6735.58
630.9,1181.3,6782.56
670.6,1159,6828.09
711.2,1143.5,6871.55
753.207,1136.42,6914.15
